hostname,pl_name,default_flag,rowupdate,sy_pnum,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2
K2-19,K2-19 b,0,2016-07-06,3,0.074,0.0012,-0.0012,7.74,0.39,-0.39,,,,,,,89.47,0.41,-0.41,,,
HAT-P-17,HAT-P-17 b,0,2019-03-18,2,0.0882,0.0013,-0.0014,11.321,0.325,-0.325,170.67471,5.40311,-5.40311,0.3417,0.0036,-0.0036,89.2,0.2,-0.1,,,
TOI-125,TOI-125 b,0,2024-03-04,3,,,,,,,,,,0.194,0.041,-0.036,88.92,0.71,-0.6,,,
WASP-41,WASP-41 b,0,2018-04-25,2,0.041,0.0005,-0.0005,13.204,0.202,-0.202,310.51991,8.26358,-8.26358,,,,88.7,0.39,-0.39,,,
Kepler-52,Kepler-52 b,0,2016-02-10,3,,,,2.516,0.117,-0.117,,,,,,,,,,,,
LP 791-18,LP 791-18 c,0,2024-03-04,3,,,,,,,,,,,,,89.55,0.32,-0.5,,,
KELT-6,KELT-6 b,0,2018-04-25,2,0.08,0.001,-0.001,13.227,1.233,-1.233,141.0,6.0,-6.0,0.029,0.016,-0.013,88.81,0.79,-0.91,,,
Kepler-18,Kepler-18 d,0,2016-07-26,3,,,,,,,,,,,,,,,,,,
K2-19,K2-19 b,0,2016-07-14,3,0.0775,0.0026,-0.0026,8.2,1.5,-1.5,,,,,,,,,,,,
TOI-199,TOI-199 b,0,2023-12-04,2,,,,10.223,0.6,-0.6,,,,,,,,,,,,
HD 213885,HD 213885 b,1,2019-12-02,2,0.02012,0.00015,-0.00012,1.745,0.051,-0.052,8.83,0.66,-0.65,0.0,,,80.09,0.62,-0.5,,,
HD 47366,HD 47366 c,0,2019-09-20,2,1.97,0.08,-0.09,,,,597.5204,38.1396,-44.4962,0.1,0.11,-0.08,,,,,,
K2-19,K2-19 b,0,2016-12-21,3,,,,,,,,,,,,,,,,,,
Kepler-105,Kepler-105 c,0,2016-05-06,2,,,,1.65,0.22,-0.14,,,,,,,,,,,,
TOI-1062,TOI-1062 c,1,2021-08-03,2,0.08,0.013,-0.012,,,,9.78,1.26,-1.18,0.14,0.073,-0.069,,,,,,
TOI-431,TOI-431 d,0,2024-05-08,3,,,,3.281,0.328,-0.328,,,,,,,,,,,,
TOI-431,TOI-431 b,0,2024-05-08,3,,,,1.474,0.162,-0.162,,,,,,,,,,,,
Kepler-105,Kepler-105 c,0,2015-08-25,2,0.0746,,,1.88,1.02,-0.38,,,,0.0,,,89.38,,,,,
LHS 1140,LHS 1140 b,0,2022-08-08,2,,,,1.844,0.115,-0.115,,,,,,,,,,,,
LHS 1140,LHS 1140 c,0,2022-08-08,2,,,,1.566,0.207,-0.207,,,,,,,,,,,,
LHS 1140,LHS 1140 b,0,2021-05-17,2,0.0957,0.0019,-0.0019,1.635,0.046,-0.046,6.38,0.46,-0.44,0.096,,,89.877,0.049,-0.045,,,
LHS 1140,LHS 1140 c,0,2021-05-17,2,0.02734,0.00054,-0.00054,1.169,0.037,-0.038,1.76,0.17,-0.16,0.274,,,89.913,0.046,-0.049,,,
TOI-1062,TOI-1062 b,1,2021-08-03,2,0.052,0.024,-0.025,2.265,0.096,-0.091,10.15,0.81,-0.84,0.177,0.067,-0.064,85.913,0.062,-0.041,,,
TOI-431,TOI-431 b,1,2021-08-16,3,0.0113,0.0002,-0.0003,1.28,0.04,-0.04,3.07,0.35,-0.35,0.0,,,84.3,1.1,-1.3,,,
TOI-431,TOI-431 c,1,2021-08-16,3,0.052,0.001,-0.001,,,,2.83,0.41,-0.34,0.0,,,86.35,0.04,-0.09,,,
TOI-431,TOI-431 d,1,2021-08-16,3,0.098,0.002,-0.002,3.29,0.09,-0.09,9.9,1.53,-1.49,0.0,,,89.7,0.2,-0.2,,,
TOI-1062,TOI-1062 b,0,2023-10-21,2,,,,2.301,0.168,-0.168,,,,,,,,,,,,
HD 25463,HD 25463 b,0,2023-12-14,2,,,,2.357,0.105,-0.105,,,,,,,,,,,,
HD 25463,HD 25463 c,0,2022-08-08,2,,,,1.309,0.589,-0.589,,,,,,,,,,,,
HIP 8152,HIP 8152 b,0,2023-03-15,2,,,,2.358,1.788,-1.788,,,,,,,,,,,,
HIP 8152,HIP 8152 c,0,2022-08-08,2,,,,1.759,2.875,-2.875,,,,,,,,,,,,
TOI-1294,TOI-1294 b,0,2024-02-16,2,,,,9.434,0.491,-0.491,,,,,,,,,,,,
TOI-1408,TOI-1408 b,0,2023-10-21,2,,,,7.85,0.619,-0.619,,,,,,,,,,,,
TOI-1410,TOI-1410.01,0,2022-12-18,2,,,,3.431,0.31,-0.31,,,,,,,,,,,,
TOI-1798,TOI-1798.01,0,2022-09-15,2,,,,2.257,0.164,-0.164,,,,,,,,,,,,
TOI-1798,TOI-1798.02,0,2022-12-18,2,,,,1.5,0.282,-0.282,,,,,,,,,,,,
TOI-421,TOI-421 b,0,2022-08-09,2,,,,1.926,0.988,-0.988,,,,,,,,,,,,
TOI-1338 A,TOI-1338 b,0,2023-03-28,2,0.4607,0.0088,-0.0088,,,,21.8,0.9,-0.9,0.088,0.0043,-0.0043,,,,,,
K2-199,K2-199 b,1,2022-03-28,2,0.0382,0.0004,-0.0004,1.73,0.05,-0.04,6.9,1.8,-1.8,0.02,0.03,-0.02,88.8,0.6,-0.6,,,
WASP-84,WASP-84 b,1,2023-07-10,2,0.0778,0.0021,-0.0021,10.72,0.27,-0.27,220.0,18.0,-18.0,,,,88.292,0.045,-0.042,,,
HD 39091,HD 39091 b,1,2023-06-12,3,3.311,0.134,-0.148,,,,3917.23512,378.85146,-439.87452,0.642,0.0007,-0.0006,54.436,5.945,-3.719,,,
K2-198,K2-198 d,0,2019-09-05,3,,,,2.82,0.22,-0.32,,,,,,,,,,,,
HD 219134,HD 219134 c,0,2023-02-08,6,,,,1.279,0.104,-0.104,,,,,,,,,,,,
Kepler-105,Kepler-105 c,0,2016-04-13,2,0.0731,,,1.44,,,,,,,,,,,,,,
HD 219134,HD 219134 c,0,2017-03-14,6,0.064816,4e-06,-4e-06,,,,3.49613,0.63566,-0.63566,0.0,,,,,,,,
55 Cnc,55 Cnc d,0,2021-02-05,5,5.446,0.02,-0.02,,,,1226.77,190.69,-47.67,0.0269,0.0061,-0.0065,89.73,24.49,-24.54,,,
55 Cnc,55 Cnc d,0,2021-09-20,5,5.54,0.1,-0.1,,,,908.98924,79.4571,-79.4571,0.139,0.015,-0.016,,,,,,
55 Cnc,55 Cnc e,0,2021-02-05,5,0.0377,0.0022,-0.0022,,,,7.4687,1.5573,-1.5573,0.264,0.06,-0.06,,,,,,
55 Cnc,55 Cnc e,0,2021-02-05,5,0.01544,9e-05,-9e-05,1.92,0.08,-0.08,8.08,0.31,-0.31,,,,83.0,2.0,-1.0,,,
55 Cnc,55 Cnc e,0,2021-02-05,5,0.01583,0.0002,-0.0002,2.173,0.097,-0.098,8.37,0.38,-0.38,0.0,,,,,,,,
55 Cnc,55 Cnc e,0,2021-02-05,5,0.015691,0.0,-0.0,,,,8.13928,0.23201,-0.23201,0.04,0.027,-0.027,90.0,,,,,
55 Cnc,55 Cnc f,0,2021-02-05,5,0.7733,0.001,-0.001,,,,47.0051,6.9602,-2.9557,0.08,0.102,-0.057,89.73,24.49,-24.54,,,
55 Cnc,55 Cnc f,1,2021-02-05,5,0.7708,0.0043,-0.0044,,,,47.8,2.4,-2.4,0.08,0.05,-0.04,,,,,,
55 Cnc,55 Cnc f,0,2021-09-20,5,0.792,0.012,-0.012,,,,46.87969,2.98759,-2.98759,0.142,0.06,-0.066,,,,,,
Kepler-105,Kepler-105 c,0,2018-09-25,2,,,,,,,,,,,,,,,,,,
TOI-1338 A,TOI-1338 c,0,2023-03-29,2,0.794,0.016,-0.016,,,,65.2,11.8,-11.8,0.16,,,,,,,,
TOI-1408,TOI-1408 b,0,2023-10-09,2,0.05804,0.0002,-0.0002,16.813,,,537.13001,63.56568,-63.56568,0.259,0.026,-0.026,84.801,0.094,-0.094,,,
LHS 1140,LHS 1140 b,0,2024-03-04,2,,,,,,,,,,,,,89.89,0.05,-0.03,,,
LHS 1140,LHS 1140 c,0,2024-03-04,2,,,,,,,,,,,,,89.92,0.06,-0.09,,,
TOI-421,TOI-421 c,0,2024-03-04,2,,,,,,,,,,0.152,0.042,-0.042,88.353,0.078,-0.084,,,
TOI-431,TOI-431 b,0,2024-03-04,3,,,,,,,,,,,,,84.3,1.1,-1.3,,,
TOI-431,TOI-431 d,0,2024-03-04,3,,,,,,,,,,,,,89.7,0.2,-0.2,,,
LHS 1140,LHS 1140 b,1,2024-03-04,2,0.0946,0.0017,-0.0017,1.73,0.025,-0.025,5.6,0.19,-0.19,0.043,,,89.86,0.04,-0.04,,,
LHS 1140,LHS 1140 c,1,2024-03-04,2,0.027,0.0005,-0.0005,1.272,0.026,-0.026,1.91,0.06,-0.06,0.05,,,89.8,0.14,-0.19,,,
TOI-1410,TOI-1410.01,0,2024-06-11,2,0.019944,,,2.944,0.219,-0.219,,,,,,,,,,,,
TOI-1798,TOI-1798.02,0,2024-06-11,2,0.01074,,,1.408,0.11,-0.11,,,,,,,,,,,,
HIP 8152,HIP 8152 b,0,2024-07-12,2,0.092,0.002,-0.002,2.56,0.19,-0.19,7.8,1.8,-1.8,0.14,,,,,,,,
HIP 8152,HIP 8152 c,0,2024-07-12,2,0.138,0.003,-0.003,2.48,0.19,-0.19,9.4,2.2,-2.2,0.28,,,,,,,,
HD 25463,HD 25463 b,0,2024-07-12,2,0.076,0.002,-0.002,2.62,0.16,-0.16,8.5,3.1,-3.1,0.0,,,,,,,,
HD 25463,HD 25463 c,0,2024-07-12,2,0.0435,0.0009,-0.0009,1.5,0.12,-0.12,4.1,,,0.0,,,,,,,,
TOI-1294,TOI-1294 b,1,2024-07-22,2,0.051,0.001,-0.001,10.124,0.236,-0.221,63.9,4.7,-4.5,0.0,,,,,,,,
TOI-1294,TOI-1294 c,1,2024-07-22,2,0.61,0.02,-0.02,,,,147.0,15.0,-14.0,0.0,,,,,,,,
TOI-1798,TOI-1798.01,1,2024-07-22,2,0.074,0.001,-0.001,2.385,0.118,-0.092,6.5,2.0,-2.0,0.0,,,,,,,,
TOI-1798,TOI-1798.02,1,2024-07-22,2,0.0107,0.0002,-0.0002,1.399,0.068,-0.058,5.6,0.8,-0.7,0.0,,,,,,,,
TOI-1410,TOI-1410.01,1,2024-07-23,2,0.0207,0.0004,-0.0004,3.101,0.22,-0.161,12.5,1.1,-1.0,0.0,,,,,,,,
TOI-1410,TOI-1410 c,1,2024-07-23,2,0.239,0.004,-0.005,,,,27.0,3.3,-3.2,0.0,,,,,,,,
HIP 8152,HIP 8152 b,1,2024-07-23,2,0.093,0.002,-0.002,2.536,0.157,-0.135,8.9,1.7,-1.7,0.0,,,,,,,,
HIP 8152,HIP 8152 c,1,2024-07-23,2,0.139,0.003,-0.002,2.524,0.15,-0.141,10.7,2.1,-2.2,0.2,0.1,-0.1,,,,,,
HD 25463,HD 25463 b,1,2024-07-23,2,0.076,0.001,-0.001,2.545,0.112,-0.083,8.7,2.7,-2.6,0.0,,,,,,,,
HD 25463,HD 25463 c,1,2024-07-23,2,0.0443,0.0008,-0.0008,1.364,0.13,-0.096,4.3,1.9,-1.9,0.0,,,,,,,,
TOI-1408,TOI-1408 b,1,2024-08-07,2,0.05778,0.0001,-0.0001,25.0,4.0,-4.0,593.0,4.0,-4.0,0.0023,0.0005,-0.0005,82.4,0.2,-0.2,,,
TOI-1408,TOI-1408 c,1,2024-08-07,2,0.03587,8e-05,-8e-05,2.22,0.06,-0.06,7.6,0.2,-0.2,0.1353,0.0001,-0.0001,82.6,0.3,-0.3,,,
TOI-421,TOI-421 b,1,2024-08-07,2,0.0554,0.001,-0.001,2.64,0.08,-0.08,6.7,0.6,-0.6,0.13,0.05,-0.05,,,,,,
TOI-421,TOI-421 c,1,2024-08-07,2,0.117,0.0018,-0.0018,5.09,0.07,-0.07,14.1,1.4,-1.4,0.19,0.04,-0.04,,,,,,
TOI-1338 A,TOI-1338 b,1,2024-08-07,2,,,,7.661,0.053,-0.053,11.3,2.1,-2.1,0.0331,0.0022,-0.0021,90.494,0.013,-0.014,,,
TOI-1338 A,TOI-1338 c,1,2024-08-07,2,,,,,,,75.4,4.0,-3.6,0.037,0.032,-0.026,97.0,6.7,-6.8,,,
HD 158259,HD 158259 e,1,2020-04-10,5,,,,,,,6.08,0.94,-1.03,,,,,,,,,
TOI-238,TOI-238 b,1,2024-04-15,2,0.0212,0.0004,-0.0004,1.612,0.096,-0.099,,,,,,,85.78,2.21,-3.42,,,
Kepler-128,Kepler-128 c,0,2013-10-28,2,0.167,,,1.13,0.17,-0.17,,,,0.0,,,89.38,,,,,
Kepler-305,Kepler-305 c,0,2014-11-18,4,0.0733,,,3.34,0.84,-0.33,,,,0.0,,,84.8,,,,,
Kepler-37,Kepler-37 b,0,2014-11-21,4,0.1025,,,0.27,0.01,-0.01,,,,0.0,,,88.81,,,,,
HD 158259,HD 158259 f,1,2020-04-10,5,,,,,,,6.14,1.31,-1.37,,,,,,,,,
Kepler-93,Kepler-93 c,1,2014-05-14,2,,,,,,,954.0,,,,,,,,,,,
Kepler-93,Kepler-93 b,0,2014-11-18,2,0.0533,,,1.59,0.04,-0.03,,,,0.0,,,85.94,,,,,
Kepler-36,Kepler-36 c,0,2020-05-01,2,,,,4.04,0.11,-0.22,,,,,,,,,,,,
Kepler-28,Kepler-28 b,0,2016-05-06,2,,,,2.41,0.04,-0.17,,,,,,,,,,,,
Kepler-186,Kepler-186 c,0,2016-02-10,5,,,,1.401,0.115,-0.115,,,,,,,,,,,,
Kepler-186,Kepler-186 b,0,2016-02-10,5,,,,1.289,0.111,-0.111,,,,,,,,,,,,
Kepler-49,Kepler-49 c,0,2016-02-10,4,,,,2.991,0.072,-0.072,,,,,,,,,,,,
Kepler-49,Kepler-49 d,0,2016-02-10,4,,,,2.036,0.073,-0.073,,,,,,,,,,,,
Kepler-186,Kepler-186 d,0,2016-02-10,5,,,,1.738,0.106,-0.106,,,,,,,,,,,,
Kepler-49,Kepler-49 b,0,2016-02-24,4,0.05929,0.00227,-0.00227,2.18,0.27,-0.27,,,,,,,,,,,,
Kepler-186,Kepler-186 c,0,2016-02-24,5,0.05763,0.00223,-0.00223,1.21,0.77,-0.77,,,,,,,,,,,,
Kepler-186,Kepler-186 d,0,2016-02-24,5,0.08642,0.00334,-0.00334,1.41,0.17,-0.17,,,,,,,,,,,,
Kepler-186,Kepler-186 b,0,2016-02-24,5,0.03797,0.00147,-0.00147,1.31,0.39,-0.39,,,,,,,,,,,,
Kepler-49,Kepler-49 e,0,2016-03-02,4,,,,1.96,0.19,-0.27,,,,,,,,,,,,
Kepler-186,Kepler-186 d,0,2016-05-06,5,,,,1.61,0.1,-0.19,,,,,,,,,,,,
Kepler-128,Kepler-128 b,0,2019-08-23,2,0.1264,,,1.2,,,,,,,,,,,,,,
Kepler-37,Kepler-37 b,0,2018-04-25,4,,,,0.354,0.014,-0.014,,,,0.08,0.21,-0.08,,,,,,
Kepler-57,Kepler-57 b,0,2016-05-06,2,,,,3.11,0.31,-0.5,,,,,,,,,,,,
Kepler-20,Kepler-20 f,0,2017-03-28,6,,,,1.02,0.09,-0.07,,,,,,,,,,,,
Kepler-37,Kepler-37 c,0,2016-10-26,4,,,,0.68,0.03,-0.02,,,,,,,,,,,,
Kepler-49,Kepler-49 e,0,2016-05-06,4,,,,1.51,0.09,-0.08,,,,,,,,,,,,
Kepler-20,Kepler-20 e,0,2017-03-28,6,,,,0.81,0.19,-0.06,,,,,,,,,,,,
Kepler-128,Kepler-128 c,0,2019-08-23,2,,,,1.48,0.27,-0.08,,,,,,,,,,,,
Kepler-85,Kepler-85 c,0,2016-05-06,4,,,,1.93,0.35,-0.14,,,,,,,,,,,,
Kepler-85,Kepler-85 e,0,2016-05-06,4,,,,1.25,0.11,-0.1,,,,,,,,,,,,
Kepler-186,Kepler-186 f,0,2016-05-06,5,,,,1.12,0.22,-0.11,,,,,,,,,,,,
Kepler-49,Kepler-49 c,0,2016-05-06,4,,,,3.1,0.25,-0.2,,,,,,,,,,,,
Kepler-20,Kepler-20 d,0,2017-03-28,6,,,,,,,,,,,,,,,,,,
Kepler-23,Kepler-23 c,0,2016-05-06,3,,,,3.25,0.12,-0.1,,,,,,,,,,,,
Kepler-28,Kepler-28 b,0,2016-07-26,2,,,,,,,,,,,,,,,,,,
Kepler-49,Kepler-49 b,0,2016-07-26,4,,,,,,,,,,,,,,,,,,
Kepler-186,Kepler-186 c,0,2016-07-26,5,,,,,,,,,,,,,,,,,,
Kepler-186,Kepler-186 d,0,2016-07-26,5,,,,,,,,,,,,,,,,,,
Kepler-128,Kepler-128 c,0,2019-08-23,2,,,,,,,,,,,,,,,,,,
Kepler-24,Kepler-24 c,0,2016-07-26,4,,,,,,,,,,,,,,,,,,
Kepler-305,Kepler-305 b,0,2016-07-26,4,,,,,,,,,,,,,,,,,,
Kepler-23,Kepler-23 d,0,2016-07-26,3,,,,,,,,,,,,,,,,,,
Kepler-85,Kepler-85 c,0,2016-07-26,4,,,,,,,,,,,,,,,,,,
Kepler-186,Kepler-186 f,0,2016-07-26,5,,,,,,,,,,,,,,,,,,
Kepler-49,Kepler-49 c,0,2016-07-26,4,,,,,,,,,,,,,,,,,,
Kepler-49,Kepler-49 d,0,2016-07-26,4,,,,,,,,,,,,,,,,,,
Kepler-24,Kepler-24 b,0,2016-07-26,4,,,,,,,,,,,,,,,,,,
Kepler-85,Kepler-85 b,0,2016-07-26,4,,,,,,,,,,,,,,,,,,
Kepler-23,Kepler-23 b,0,2016-07-26,3,,,,,,,,,,,,,,,,,,
Kepler-20,Kepler-20 f,0,2017-03-28,6,,,,,,,,,,,,,,,,,,
Kepler-186,Kepler-186 b,0,2016-07-26,5,,,,,,,,,,,,,,,,,,
Kepler-20,Kepler-20 d,0,2017-03-28,6,0.3506,0.0081,-0.0101,2.744,0.073,-0.055,10.07,3.97,-3.7,,,,89.708,0.165,-0.053,,,
Kepler-20,Kepler-20 b,0,2017-03-28,6,0.0463,0.0009,-0.0015,1.868,0.066,-0.034,9.7,1.41,-1.44,0.03,0.09,-0.03,87.355,0.215,-1.594,,,
Kepler-20,Kepler-20 e,0,2017-03-28,6,0.0639,0.0019,-0.0014,0.865,0.026,-0.028,,,,,,,87.632,1.085,-0.128,,,
Kepler-36,Kepler-36 b,0,2020-05-04,2,,,,,,,,,,,,,,,,,,
Kepler-128,Kepler-128 b,0,2019-08-23,2,,,,1.43,0.09,-0.09,0.77,0.48,-0.25,,,,,,,,,
GJ 9827,GJ 9827 b,0,2019-08-23,3,0.01888,0.0003,-0.00031,1.62,0.11,-0.11,3.42,1.2,-0.76,,,,85.73,1.2,-0.96,,,
GJ 9827,GJ 9827 d,0,2019-08-23,3,0.05615,0.00089,-0.00091,2.07,0.14,-0.14,5.2,1.8,-1.2,,,,87.39,0.2,-0.18,,,
HD 99492,HD 99492 b,0,2019-01-28,2,0.12186,2e-05,-2e-05,,,,27.65,1.9069,-1.9069,0.13,0.07,-0.07,,,,,,
TOI-238,TOI-238 b,0,2024-02-16,2,0.02118,0.00038,-0.00038,1.402,0.086,-0.086,3.4,0.46,-0.46,0.18,,,84.6,,,,,
Kepler-57,Kepler-57 b,0,2014-11-21,2,0.06,,,2.91,0.65,-0.22,,,,0.0,,,87.09,,,,,
Kepler-57,Kepler-57 c,0,2014-11-21,2,0.0961,,,45.65,10.33,-3.47,,,,0.0,,,79.64,,,,,
Kepler-23,Kepler-23 d,0,2014-11-21,3,0.1235,,,2.28,0.07,-0.07,,,,0.0,,,89.38,,,,,
Kepler-23,Kepler-23 b,0,2014-11-21,3,0.0742,,,1.93,0.06,-0.06,,,,0.0,,,83.65,,,,,
Kepler-305,Kepler-305 b,0,2014-11-21,4,0.0557,,,3.5,0.87,-0.35,,,,0.0,,,85.94,,,,,
Kepler-305,Kepler-305 c,0,2014-11-21,4,0.0733,,,3.34,0.84,-0.33,,,,0.0,,,84.8,,,,,
Kepler-20,Kepler-20 c,0,2014-11-18,6,0.0919,,,3.03,0.53,-0.24,,,,0.0,,,88.81,,,,,
Kepler-186,Kepler-186 d,0,2014-11-21,5,0.0862,,,1.53,0.2,-0.2,,,,0.0,,,87.66,,,,,
Kepler-186,Kepler-186 b,0,2014-11-21,5,0.0379,,,1.05,0.13,-0.14,,,,0.0,,,89.95,,,,,
Kepler-85,Kepler-85 b,0,2018-09-25,4,,,,,,,,,,,,,,,,,,
Kepler-85,Kepler-85 c,0,2018-09-25,4,,,,,,,,,,,,,,,,,,
Kepler-186,Kepler-186 b,0,2017-05-08,5,0.0371,,,0.97,0.09,-0.12,,,,0.0,,,89.6,,,,,
Kepler-186,Kepler-186 e,0,2017-05-08,5,0.1194,,,1.15,0.1,-0.14,,,,0.0,,,89.84,,,,,
Kepler-37,Kepler-37 d,0,2018-09-25,4,,,,,,,,,,,,,,,,,,
Kepler-37,Kepler-37 b,0,2018-09-25,4,,,,,,,,,,,,,,,,,,
Kepler-49,Kepler-49 b,0,2018-09-25,4,,,,,,,,,,,,,,,,,,
Kepler-49,Kepler-49 c,0,2018-09-25,4,,,,,,,,,,,,,,,,,,
Kepler-49,Kepler-49 e,0,2018-09-25,4,,,,,,,,,,,,,,,,,,
TOI-561,TOI-561 c,0,2024-01-05,4,,,,2.658,0.158,-0.158,,,,,,,,,,,,
TOI-178,TOI-178 d,0,2023-11-06,6,,,,2.545,0.244,-0.244,,,,,,,,,,,,
HD 63433,HD 63433 c,0,2024-02-05,3,,,,2.573,0.3,-0.3,,,,,,,,,,,,
TOI-561,TOI-561 b,0,2024-01-05,4,,,,1.489,0.101,-0.101,,,,,,,,,,,,
TOI-178,TOI-178 g,0,2022-08-09,6,,,,3.751,1.518,-1.518,,,,,,,,,,,,
Kepler-36,Kepler-36 b,1,2020-05-04,2,,,,1.498,0.061,-0.049,3.83,0.11,-0.1,0.0,,,,,,,,
HD 63935,HD 63935 c,0,2021-10-19,2,,,,2.9,0.13,-0.13,11.1,2.4,-2.4,0.0,,,88.241,0.001,-0.001,,,
HD 63433,HD 63433 b,0,2022-02-15,3,,,,,,,,,,,,,,,,,,
LTT 1445 A,LTT 1445 A b,0,2022-01-24,2,0.03813,0.00068,-0.0007,1.305,0.066,-0.061,2.87,0.26,-0.25,0.11,,,89.68,0.22,-0.29,,,
HD 191939,HD 191939 c,0,2022-03-28,6,0.17,0.002,-0.002,3.08,0.07,-0.07,7.2,1.4,-1.4,0.0,,,89.09,0.03,-0.03,,,
HD 191939,HD 191939 e,0,2022-03-28,6,0.397,0.005,-0.005,,,,108.0,3.0,-3.0,0.0,,,88.7,0.7,-0.7,,,
HD 191939,HD 191939 f,0,2022-03-28,6,4.8,2.2,-2.2,,,,2065.0,1435.0,-1435.0,0.0,,,,,,,,
TOI-2076,TOI-2076 d,0,2022-04-12,3,0.1539,0.0029,-0.0029,3.232,0.063,-0.063,,,,,,,,,,,,
TOI-1246,TOI-1246 d,0,2022-05-03,4,0.131,0.004,-0.004,3.51,0.09,-0.09,5.3,1.7,-1.7,,,,89.5,0.2,-0.2,,,
HD 93963 A,HD 93963 A b,0,2022-08-01,2,0.02085,0.00037,-0.00037,1.35,0.042,-0.042,7.8,3.2,-3.2,,,,86.21,1.69,-1.14,,,
HD 93963 A,HD 93963 A c,0,2022-08-01,2,0.04813,0.00085,-0.00085,3.228,0.059,-0.059,19.2,4.1,-4.1,,,,86.31,0.19,-0.19,,,
HD 42813,HD 42813 b,0,2022-08-08,3,,,,3.549,0.384,-0.384,,,,,,,,,,,,
HD 93963 A,HD 93963 A c,0,2022-08-09,2,,,,2.993,0.165,-0.165,,,,,,,,,,,,
TOI-1246,TOI-1246 d,0,2023-02-25,4,,,,4.387,0.52,-0.52,,,,,,,,,,,,
TOI-1246,TOI-1246 b,0,2023-06-27,4,,,,3.282,0.224,-0.224,,,,,,,,,,,,
TOI-1246,TOI-1246 e,0,2023-06-27,4,,,,3.242,1.177,-1.177,,,,,,,,,,,,
TOI-1347,TOI-1347 c,0,2023-05-26,2,,,,1.618,0.625,-0.625,,,,,,,,,,,,
KOI-94,KOI-94 c,0,2013-10-28,4,0.101,,,4.22,0.42,-0.42,,,,0.0,,,89.95,,,,,
KELT-6,KELT-6 b,0,2019-03-18,2,0.0804,0.0014,-0.0014,13.227,1.233,-1.233,140.48086,6.03877,-6.03877,0.036,,,88.81,0.79,-0.91,,,
HAT-P-11,HAT-P-11 b,0,2014-11-21,2,0.053,,,4.84,0.19,-0.14,,,,0.0,,,89.95,,,,,
HAT-P-11,HAT-P-11 b,0,2018-06-26,2,0.05259,0.00062,-0.00062,4.45,0.101,-0.101,26.69772,2.22481,-2.22481,,,,89.36,0.36,-0.36,,,
HAT-P-11,HAT-P-11 b,0,2018-06-26,2,,,,4.82,0.224,-0.224,28.6047,3.1783,-3.1783,0.2,0.05,-0.05,88.5,0.6,-0.6,,,
HAT-P-11,HAT-P-11 b,0,2022-10-18,2,,,,,,,,,,,,,,,,,,
Kepler-68,Kepler-68 b,0,2014-11-18,4,0.0618,,,2.29,0.03,-0.04,,,,0.0,,,89.95,,,,,
Kepler-68,Kepler-68 c,0,2015-08-25,4,0.0907,,,0.92,0.01,-0.01,,,,0.0,,,89.95,,,,,
Kepler-68,Kepler-68 c,0,2019-06-07,4,,,,0.927,0.025,-0.025,,,,0.42,0.41,-0.1,,,,,,
Kepler-68,Kepler-68 b,0,2019-06-07,4,,,,2.33,0.02,-0.02,5.97,1.7,-1.7,,,,,,,,,
Kepler-68,Kepler-68 c,0,2019-06-07,4,,,,1.0,0.02,-0.02,7.2,,,,,,,,,,,
Kepler-68,Kepler-68 d,0,2019-06-07,4,,,,,,,244.7291,9.5349,-9.5349,0.112,0.035,-0.034,,,,,,
Kepler-68,Kepler-68 c,0,2013-10-28,4,0.091,,,1.11,0.04,-0.04,,,,0.0,,,84.8,,,,,
Kepler-68,Kepler-68 b,1,2023-04-17,4,0.06135,0.00043,-0.00043,2.357,0.023,-0.023,8.03,0.67,-0.67,0.09,,,87.23,0.22,-0.17,,,
Kepler-93,Kepler-93 b,0,2017-05-08,2,0.0525,,,1.56,0.07,-0.07,,,,0.0,,,86.08,,,,,
Kepler-93,Kepler-93 c,0,2015-04-16,2,,,,,,,2701.555,,,,,,,,,,,
Kepler-93,Kepler-93 b,0,2019-04-16,2,,,,,,,,,,,,,,,,,,
Kepler-93,Kepler-93 b,1,2023-04-17,2,0.05343,0.00065,-0.00065,1.478,0.019,-0.019,4.66,0.53,-0.53,0.0,,,89.183,0.044,-0.044,,,
TOI-1670,TOI-1670 b,1,2022-03-16,2,0.103,0.002,-0.002,2.06,0.19,-0.15,41.31769,,,0.59,0.17,-0.26,86.87,1.16,-1.07,,,
TOI-1670,TOI-1670 b,0,2024-04-07,2,,,,2.18,0.145,-0.145,,,,,,,,,,,,
Kepler-85,Kepler-85 d,0,2018-09-04,4,,,,1.386,0.377,-0.207,,,,,,,,,,,,
Kepler-432,Kepler-432 b,0,2018-09-04,2,,,,11.955,0.627,-0.556,,,,,,,,,,,,
Kepler-28,Kepler-28 b,0,2018-09-04,2,,,,1.971,0.097,-0.088,,,,,,,,,,,,
Kepler-37,Kepler-37 c,0,2018-09-04,4,,,,0.725,0.04,-0.032,,,,,,,,,,,,
Kepler-37,Kepler-37 b,0,2018-09-04,4,,,,0.277,0.033,-0.025,,,,,,,,,,,,
